,rooms,area,price
1151,3,55.78,311.81
1152,3,60.3,313.572
1153,2,46.31,314.908
1154,2,49.78,321.778
1155,3,56.84,323.42
1156,2,58.0,325.0
1157,3,46.0,333.0
1158,2,37.8,347.76
1159,4,82.0,349.0
1160,3,59.0,369.0
1161,2,57.0,369.0
1162,2,73.5,375.0
1163,4,76.0,379.0
1164,3,59.0,384.0
1165,2,53.2,387.857
1166,3,69.07,393.699
1167,3,75.7,398.0
1168,2,55.2,402.307
1169,2,49.96,410.0
1170,2,55.1,411.873
1171,2,55.3,413.368
1172,3,66.0,415.0
1173,3,68.76,416.0
1174,3,56.7,416.13
1175,2,55.1,422.892
1176,3,57.2,424.71
1177,3,57.2,433.29
1178,2,55.3,435.488
1179,3,57.2,444.73
1180,2,55.1,444.932
1181,2,55.5,448.162
1182,4,100.0,449.0
1183,3,108.0,450.0
1184,2,55.1,455.953
1185,3,71.41,461.594
1186,3,57.2,461.89
1187,2,49.9,467.813
1188,4,129.0,469.0
1189,2,55.1,472.483
1190,2,55.1,472.483
1191,4,87.6,475.0
1192,4,95.0,480.0
1193,4,74.0,480.0
1194,3,66.0,480.15
1195,3,57.2,484.77
1196,3,57.2,484.77
1197,3,85.0,489.0
1198,4,88.0,489.0
1199,3,64.7,491.72
1200,3,86.0,496.0
1201,3,67.2,498.96
1202,3,76.31,499.0
1203,3,76.31,499.0
1204,3,70.0,499.0
1205,2,52.0,499.0
1206,3,66.0,499.95
1207,3,67.6,500.24
1208,3,64.7,504.66
1209,3,67.2,509.04
1210,3,66.0,513.15
1211,3,67.6,514.52
1212,3,64.7,517.6
1213,3,64.7,517.6
1214,4,82.79,519.0
1215,3,67.2,522.48
1216,3,66.0,526.35
1217,3,67.6,528.06
1218,3,64.7,530.54
1219,3,65.3,533.827
1220,3,72.7,536.262
1221,3,67.6,541.6
1222,3,67.6,541.6
1223,3,67.2,542.64
1224,3,67.6,555.14
1225,3,67.2,556.08
1226,3,67.2,569.52
1227,3,67.2,569.52
1228,3,72.9,570.442
1229,3,65.0,572.0
1230,3,78.1,591.608
1231,4,81.6,595.68
1232,4,83.5,602.64
1233,4,98.0,605.0
1234,3,66.2,614.005
1235,4,83.5,618.64
1236,3,78.1,618.942
1237,4,83.5,627.0
1238,4,82.2,630.885
1239,4,81.6,634.44
1240,3,78.0,638.467
1241,3,78.1,638.467
1242,3,66.0,638.55
1243,4,83.5,643.72
1244,3,78.73,659.0
1245,3,78.0,661.05
1246,4,81.6,665.04
1247,4,90.3,666.7
1248,4,109.66,675.615
1249,4,109.66,675.615
1250,4,90.4,675.74
1251,4,109.75,676.17
1252,4,109.75,676.17
1253,4,90.6,677.235
1254,4,90.4,693.82
1255,3,72.7,696.102
1256,3,77.9,699.152
1257,4,90.6,704.415
1258,4,90.4,711.9
1259,3,72.7,725.182
1260,4,100.59,730.0
1261,4,90.3,738.202
1262,4,90.7,759.613
1263,4,81.7,790.447
1264,4,81.6,830.28
1265,4,90.4,856.54
1266,4,90.7,859.383
1267,4,90.2,881.705
1268,4,90.7,886.593
1269,4,106.8,919.34
1270,4,107.6,925.36
1271,4,106.9,951.41
1272,4,107.8,959.42
1273,4,107.8,1045.66
1274,4,107.8,1067.22
1275,3,124.0,1099.0
1276,4,107.8,1099.559
1277,4,146.5,1388.088
1278,5,146.5,1429.106
1279,1,26.0,179.0
1280,2,35.0,210.0
1281,2,38.9,235.345
1282,2,38.9,235.345
1283,2,39.0,235.95
1284,3,56.0,249.0
1285,1,29.33,249.0
1286,3,47.0,269.0
1287,2,40.0,278.0
1288,4,60.0,283.0
1289,3,54.5,295.0
1290,2,52.0,297.0
1291,2,60.0,299.0
1292,3,64.0,305.0
1293,2,50.99,314.149
1294,3,57.5,315.0
1295,3,54.3,317.655
1296,3,81.49,320.0
1297,2,49.78,321.778
1298,3,53.0,338.0
1299,2,48.0,339.0
1300,3,63.6,339.0
1301,3,60.5,341.825
1302,2,56.22,349.0
1303,3,53.7,349.0
1304,3,70.0,349.0
1305,3,60.0,350.0
1306,3,61.0,360.0
1307,3,53.05,365.0
1308,2,52.0,375.0
1309,3,72.6,380.0
1310,3,59.0,384.0
1311,3,69.07,393.699
1312,3,68.75,399.0
1313,4,63.4,410.0
1314,3,81.0,420.0
1315,2,46.0,420.0
1316,3,73.62,424.0
1317,3,84.55,429.0
1318,2,56.5,439.0
1319,3,94.0,460.0
1320,3,71.41,461.594
1321,3,73.8,462.136
1322,3,71.58,462.693
1323,3,90.0,469.0
1324,3,71.6,477.0
1325,3,71.6,477.0
1326,4,92.0,489.0
1327,3,85.56,496.0
1328,3,68.0,520.0
1329,3,68.9,549.0
1330,2,64.78,550.0
1331,3,90.03,560.0
1332,3,90.03,560.0
1333,3,100.0,580.0
1334,4,94.2,599.395
1335,4,116.56,615.0
1336,4,126.0,695.0
1337,2,60.75,699.0
1338,1,38.0,169.0
1339,1,32.4,176.778
1340,1,32.4,176.778
1341,2,33.43,183.0
1342,2,33.43,183.0
1343,3,33.38,183.59
1344,2,33.38,183.59
1345,2,37.1,196.259
1346,2,37.0,199.8
1347,2,36.2,199.836
1348,2,37.1,200.34
1349,2,37.1,201.268
1350,2,37.1,201.268
1351,2,37.1,201.268
1352,2,37.1,201.268
1353,2,37.1,201.268
1354,2,37.0,202.575
1355,2,37.14,204.0
1356,1,29.0,220.0
1357,1,37.0,220.0
1358,2,48.8,227.0
1359,2,48.8,227.0
1360,2,48.8,227.0
1361,2,48.8,227.0
1362,2,36.8,231.84
1363,2,36.8,231.84
1364,2,43.65,240.0
1365,2,43.65,240.0
1366,2,44.5,240.256
1367,2,44.5,240.256
1368,2,44.5,240.256
1369,2,44.5,240.256
1370,2,44.5,240.256
1371,2,44.5,240.256
1372,2,37.2,241.8
1373,2,37.2,243.66
1374,2,38.8,244.44
1375,2,38.8,244.44
1376,2,38.8,244.44
1377,2,38.8,244.44
1378,2,39.2,246.96
1379,2,39.0,247.365
1380,2,38.4,247.68
1381,2,38.4,247.68
1382,2,38.4,247.68
1383,2,38.9,247.988
1384,2,40.2,248.235
1385,2,39.0,248.625
1386,2,37.13,248.771
1387,3,54.6,249.0
1388,2,52.0,249.0
1389,2,37.2,249.24
1390,2,38.4,249.6
1391,2,38.4,249.6
1392,2,38.4,249.6
1393,2,39.2,250.88
1394,2,38.8,251.23
1395,3,55.0,252.0
1396,2,38.6,252.83
1397,2,39.2,253.424
1398,2,38.9,253.823
1399,2,39.0,254.475
1400,2,49.5,254.6
1401,2,39.2,254.8
1402,2,40.2,256.275
1403,2,39.8,256.71
1404,2,39.8,256.71
1405,2,39.8,256.71
1406,2,38.9,257.713
1407,2,40.2,258.285
1408,2,39.0,258.375
1409,2,39.8,258.7
1410,2,39.8,258.7
1411,2,38.79,259.893
1412,2,46.65,260.774
1413,2,46.65,260.774
1414,2,40.2,262.305
1415,3,47.23,264.016
1416,2,40.2,264.315
1417,2,49.2,266.016
1418,3,48.51,266.805
1419,2,47.0,269.0
1420,2,51.0,269.0
1421,3,49.5,270.0
1422,2,48.0,270.0
1423,2,49.0,274.4
1424,2,47.1,283.778
1425,2,47.1,283.778
1426,2,47.1,283.778
1427,2,47.1,283.778
1428,2,52.1,286.55
1429,3,54.3,287.247
1430,3,54.3,287.247
1431,3,54.3,288.605
1432,2,51.0,289.0
1433,2,49.4,290.225
1434,2,49.4,290.225
1435,2,49.4,290.225
1436,2,49.4,290.225
1437,2,48.9,292.178
1438,2,49.4,292.695
1439,2,49.4,292.695
1440,2,49.4,292.695
1441,2,49.4,292.695
1442,2,49.4,292.695
1443,2,49.4,292.695
1444,2,48.4,292.879
1445,2,47.0,293.75
1446,2,47.4,293.88
1447,2,48.8,294.02
1448,2,48.8,294.02
1449,3,54.3,294.578
1450,3,54.3,294.578
1451,3,54.3,294.578
1452,2,40.0,295.0
1453,2,49.4,295.165
1454,2,45.9,296.055
1455,2,47.4,296.25
1456,3,55.0,297.0
1457,2,48.3,297.045
1458,2,49.4,297.635
1459,2,47.4,298.62
1460,2,50.4,298.62
1461,2,50.1,299.348
1462,2,56.78,299.969
1463,2,48.8,301.34
1464,2,48.8,301.34
1465,2,50.9,301.582
1466,2,50.9,301.582
1467,2,50.9,301.582
1468,2,47.5,301.625
1469,2,48.3,301.875
1470,2,48.3,301.875
1471,2,48.4,302.5
1472,2,48.4,302.559
1473,2,49.0,302.575
1474,2,49.0,302.575
1475,2,50.0,303.25
1476,2,50.0,303.25
1477,2,47.4,303.36
1478,3,51.2,303.36
1479,3,51.2,303.36
1480,3,51.2,303.36
1481,2,50.0,303.75
1482,2,48.8,303.78
1483,2,48.8,303.78
1484,2,48.8,303.78
1485,2,48.8,303.78
1486,2,47.5,304.0
1487,2,49.0,305.025
1488,3,51.2,305.92
1489,3,51.2,305.92
1490,3,56.4,305.97
1491,3,56.4,305.97
1492,3,56.4,305.97
1493,2,48.8,306.22
1494,2,47.5,306.375
1495,2,48.3,306.705
1496,2,50.7,306.735
1497,2,47.4,308.1
1498,2,48.8,308.66
1499,2,48.8,308.66
1500,2,48.8,308.66
1501,2,47.5,308.692
1502,2,50.0,308.75
1503,3,50.6,309.925
1504,2,46.0,310.0
1505,2,48.8,311.1
1506,2,48.8,311.1
1507,3,55.67,311.195
1508,3,55.67,311.195
1509,2,50.0,311.25
1510,2,50.0,311.25
1511,2,50.0,311.25
1512,2,50.0,311.25
1513,2,50.0,311.45
1514,2,50.7,311.805
1515,2,50.1,311.873
1516,2,50.2,312.495
1517,2,53.13,313.467
1518,2,50.0,313.75
1519,2,50.0,313.75
1520,2,50.0,313.75
1521,2,50.0,313.75
1522,2,50.1,314.378
1523,3,56.31,314.773
1524,3,59.7,315.813
1525,2,50.0,316.25
1526,2,50.2,316.26
1527,2,50.7,316.875
1528,2,50.1,316.883
1529,2,50.2,317.515
1530,2,50.0,318.75
1531,2,50.1,319.388
1532,2,48.19,320.0
1533,2,48.19,320.0
1534,2,48.19,320.0
1535,2,48.19,320.0
1536,2,55.6,320.0
1537,2,50.2,320.025
1538,2,50.2,320.025
1539,3,59.7,320.888
1540,2,50.2,321.28
1541,3,53.8,321.455
1542,3,53.8,321.455
1543,3,59.7,322.38
1544,3,53.9,326.903
1545,3,53.9,326.904
1546,3,52.6,327.435
1547,3,52.6,327.435
1548,3,52.6,327.435
1549,3,52.6,327.435
1550,3,53.9,327.443
1551,3,53.9,327.443
1552,3,61.0,329.0
1553,3,59.7,329.843
1554,3,59.7,329.843
1555,3,59.7,329.843
1556,3,52.6,330.065
1557,3,52.6,330.065
1558,3,53.7,330.255
1559,3,53.8,332.215
1560,3,53.8,332.215
1561,3,52.6,332.695
1562,3,53.3,333.125
1563,2,46.3,333.36
1564,3,59.7,334.32
1565,2,46.5,334.8
1566,3,53.9,335.528
1567,3,53.9,335.528
1568,3,53.9,335.528
1569,3,53.7,335.625
1570,3,53.7,335.625
1571,3,53.8,337.595
1572,3,53.8,337.595
1573,3,53.9,338.223
1574,3,53.7,338.31
1575,3,53.3,338.455
1576,3,59.73,339.0
1577,3,61.9,339.831
1578,3,59.7,340.29
1579,3,53.7,340.995
1580,3,59.8,342.355
1581,2,46.3,342.62
1582,3,64.6,343.349
1583,3,64.6,343.349
1584,3,53.3,343.785
1585,3,64.6,343.995
1586,2,46.5,344.1
1587,3,64.5,345.075
1588,3,62.5,345.313
1589,3,62.5,345.313
1590,3,58.4,346.02
1591,3,58.4,346.02
1592,3,58.4,346.02
1593,3,58.4,346.02
1594,2,71.0,347.0
1595,2,71.0,347.0
1596,3,60.0,347.0
1597,3,60.3,348.232
1598,3,54.5,348.8
1599,3,47.0,349.0
1600,3,64.0,349.0
1601,3,64.5,349.913
1602,3,64.5,351.525
1603,3,64.5,353.138
1604,3,60.7,353.578
1605,3,53.3,354.503
1606,3,64.4,356.356
1607,3,64.5,356.363
1608,3,64.5,356.363
1609,3,64.5,356.363
1610,3,64.5,356.363
1611,2,46.3,356.51
1612,3,60.4,357.87
1613,3,60.4,357.87
1614,3,60.4,357.87
1615,3,59.4,357.885
1616,2,46.5,358.05
1617,3,56.54,359.0
1618,3,60.7,359.647
1619,3,60.7,359.647
1620,3,54.5,359.7
1621,3,60.3,360.293
1622,3,60.3,360.293
1623,3,60.4,360.89
1624,3,54.7,361.02
1625,3,60.3,363.549
1626,3,59.4,363.825
1627,3,59.4,363.825
1628,3,59.4,363.825
1629,3,63.1,365.0
1630,2,51.0,367.2
1631,2,51.0,367.2
1632,3,59.0,367.275
1633,2,53.33,369.0
1634,4,64.0,370.0
1635,3,59.0,370.225
1636,2,46.3,370.4
1637,3,60.1,371.118
1638,3,60.1,371.118
1639,3,61.5,372.076
1640,3,61.5,372.134
1641,3,59.0,373.176
1642,3,60.1,374.123
1643,3,59.8,375.245
1644,3,58.5,377.384
1645,2,51.0,377.4
1646,2,51.0,377.4
1647,3,59.8,378.236
1648,3,61.5,378.284
1649,3,61.5,378.284
1650,3,56.0,380.0
1651,3,60.8,380.0
1652,3,60.8,380.0
1653,3,60.8,380.0
1654,3,60.1,380.133
1655,3,58.5,380.25
1656,3,63.7,380.608
1657,3,82.99,381.754
1658,3,82.99,381.754
1659,3,82.99,381.754
1660,3,61.3,383.125
1661,3,60.9,383.67
1662,3,63.7,383.793
1663,3,59.0,384.0
1664,3,59.0,384.0
1665,3,59.8,384.215
1666,3,66.24,385.0
1667,3,60.8,386.08
1668,3,60.1,386.143
1669,3,60.1,386.143
1670,3,62.6,386.556
1671,3,63.8,387.586
1672,3,61.54,388.0
1673,3,61.3,389.255
1674,3,62.6,389.685
1675,3,63.7,390.163
1676,3,63.7,390.163
1677,3,63.7,390.163
1678,2,51.0,392.7
1679,2,51.0,392.7
1680,3,60.9,392.805
1681,3,63.7,393.348
1682,3,63.7,393.348
1683,3,63.9,394.583
1684,3,66.0,395.0
1685,3,64.4,396.002
1686,3,64.4,396.002
1687,3,63.7,396.533
1688,3,63.7,396.533
1689,3,63.7,396.533
1690,3,62.0,396.8
1691,3,63.8,397.155
1692,3,63.8,397.155
1693,3,64.0,398.4
1694,3,61.3,398.45
1695,3,63.0,399.0
1696,3,64.2,399.645
1697,3,62.0,399.901
1698,3,62.0,399.901
1699,3,62.6,402.205
1700,3,64.4,402.5
1701,3,64.4,402.5
1702,3,64.2,402.855
1703,3,62.0,403.0
1704,3,62.0,403.0
1705,3,62.37,403.16
1706,3,66.2,405.475
1707,3,66.2,405.475
1708,3,66.2,405.475
1709,3,66.2,405.475
1710,3,66.2,405.475
1711,3,66.2,405.475
1712,3,66.2,405.475
1713,3,61.3,407.645
1714,2,51.0,408.0
1715,3,71.0,410.0
1716,4,75.3,410.385
1717,3,65.96,412.0
1718,4,75.3,412.268
1719,4,75.3,412.268
1720,4,75.3,412.268
1721,3,66.2,415.405
1722,4,75.3,417.915
1723,3,66.2,418.715
1724,4,75.3,419.798
1725,3,66.1,421.388
1726,3,68.7,424.222
1727,3,68.7,424.223
1728,3,68.7,424.223
1729,3,68.7,424.223
1730,3,72.0,425.0
1731,4,72.3,428.377
1732,4,72.4,428.97
1733,4,72.4,428.97
1734,3,68.65,429.886
1735,3,70.0,430.0
1736,3,66.1,431.303
1737,3,66.1,434.608
1738,3,67.4,434.731
1739,3,61.8,435.735
1740,3,66.1,437.913
1741,3,67.4,438.1
1742,3,71.6,442.13
1743,3,71.6,442.13
1744,3,69.0,443.325
1745,3,67.4,444.84
1746,3,65.0,445.0
1747,3,74.64,445.0
1748,3,71.6,445.71
1749,4,75.7,448.522
1750,4,75.7,448.522
1751,4,75.7,448.522
1752,3,68.4,449.441
1753,5,82.5,450.0
1754,3,108.0,450.0
1755,3,69.6,452.4
1756,3,69.6,452.4
1757,3,69.0,453.676
1758,3,67.4,454.95
1759,3,69.5,455.225
1760,3,69.1,456.06
1761,3,68.4,456.281
1762,3,69.5,458.7
1763,4,79.1,458.781
1764,2,71.07,461.594
1765,3,69.03,461.594
1766,3,82.99,465.0
1767,3,69.5,465.65
1768,3,67.1,469.24
1769,3,69.1,469.88
1770,3,69.1,469.88
1771,3,70.0,471.0
1772,4,79.2,477.181
1773,4,79.2,477.181
1774,4,79.2,477.181
1775,4,79.2,481.14
1776,4,79.2,481.14
1777,4,79.2,481.14
1778,4,79.2,481.14
1779,4,79.2,481.14
1780,3,68.4,490.0
1781,3,69.1,490.61
1782,3,69.1,490.61
1783,4,80.7,496.305
1784,4,80.7,496.305
1785,4,80.6,497.706
1786,3,76.31,499.0
1787,4,80.7,500.34
1788,4,80.7,504.375
1789,4,80.6,505.765
1790,4,80.6,505.765
1791,4,80.9,507.648
1792,4,80.9,507.648
1793,4,80.9,507.648
1794,4,80.1,510.638
1795,3,69.1,511.34
1796,3,69.1,511.34
1797,4,80.7,512.445
1798,4,80.2,513.28
1799,4,80.6,513.825
1800,4,80.6,517.856
1801,3,80.5,519.226
1802,3,68.4,519.84
1803,3,68.4,519.84
1804,3,80.5,523.25
1805,4,83.7,525.218
1806,4,83.7,525.218
1807,4,83.7,525.218
1808,4,80.2,525.31
1809,4,80.6,525.915
1810,4,80.1,526.658
1811,4,80.2,529.32
1812,4,83.7,529.738
1813,3,69.1,532.07
1814,4,84.2,534.612
1815,4,84.4,538.05
1816,3,68.4,540.36
1817,3,68.4,540.36
1818,4,84.2,543.091
1819,4,107.0,549.0
1820,4,84.2,551.51
1821,4,83.7,552.421
1822,4,84.4,554.931
1823,4,84.2,555.72
1824,3,84.3,556.38
1825,3,84.3,556.38
1826,3,84.3,560.595
1827,3,84.3,560.595
1828,3,68.4,560.88
1829,3,84.3,564.81
1830,5,92.5,566.563
1831,5,92.5,566.563
1832,5,92.5,566.563
1833,3,68.4,567.72
1834,3,100.0,580.0
1835,3,88.96,590.0
1836,2,94.2,599.395
1837,4,99.71,600.0
1838,4,88.8,621.6
1839,4,88.8,648.24
1840,3,90.0,649.0
1841,3,78.73,659.0
1842,4,88.8,666.0
1843,4,88.8,674.88
1844,4,130.65,680.0
1845,4,88.8,692.64
1846,4,88.8,701.52
1847,4,88.8,728.16
1848,4,95.91,899.0
1849,1,35.7,195.0
1850,2,38.0,208.0
1851,2,45.0,209.0
1852,2,41.9,226.218
1853,2,32.3,229.0
1854,2,38.0,238.0
1855,1,36.13,239.0
1856,2,44.5,240.256
1857,2,47.5,242.0
1858,3,47.0,269.0
1859,3,49.0,270.0
1860,3,55.0,270.0
1861,3,50.02,275.11
1862,3,51.47,276.806
1863,3,61.05,280.0
1864,2,41.8,285.0
1865,3,53.96,285.017
1866,3,53.98,285.122
1867,2,49.6,285.378
1868,3,53.86,287.074
1869,2,39.0,290.0
1870,3,53.96,292.787
1871,2,38.82,300.0
1872,3,47.0,300.0
1873,3,47.0,305.0
1874,3,51.91,306.269
1875,3,53.96,308.435
1876,2,49.0,309.435
1877,4,58.94,311.321
1878,4,58.94,311.321
1879,3,53.86,311.58
1880,3,53.96,318.742
1881,3,56.0,320.0
1882,4,60.27,321.239
1883,4,60.27,321.239
1884,4,60.27,321.239
1885,3,61.33,323.945
1886,3,59.7,329.0
1887,3,53.67,329.0
1888,3,61.33,329.833
1889,4,62.74,329.95
1890,4,62.74,329.95
1891,4,63.81,330.919
1892,4,63.81,333.982
1893,4,63.81,333.982
1894,3,54.57,334.361
1895,3,54.57,334.361
1896,2,55.0,335.0
1897,4,63.81,335.577
1898,4,63.81,335.577
1899,4,63.81,335.577
1900,4,64.41,338.732
1901,2,50.0,339.0
1902,3,57.1,340.0
1903,3,54.98,341.866
1904,3,54.98,341.866
1905,3,62.58,350.0
1906,3,60.0,350.0
1907,1,46.23,352.344
1908,3,58.36,357.7
1909,3,75.09,359.0
1910,3,66.0,359.0
1911,3,62.13,359.733
1912,3,62.13,359.733
1913,3,55.0,359.9
1914,3,54.6,360.361
1915,3,56.41,360.46
1916,3,56.41,360.46
1917,3,62.13,365.946
1918,3,56.41,366.101
1919,2,53.5,369.0
1920,3,62.13,372.159
1921,3,69.87,375.0
1922,3,62.7,376.622
1923,3,60.21,377.917
1924,3,62.13,378.372
1925,2,60.0,379.0
1926,5,73.11,384.485
1927,5,73.11,384.485
1928,5,73.11,384.485
1929,4,78.0,390.0
1930,3,64.09,394.745
1931,3,64.09,394.753
1932,3,64.09,397.381
1933,3,72.4,399.0
1934,3,60.6,399.961
1935,4,96.0,410.0
1936,2,47.3,430.0
1937,3,75.2,439.0
1938,3,68.8,454.081
1939,4,79.1,458.781
1940,3,71.58,462.693
1941,3,62.11,468.343
1942,4,78.3,469.0
1943,3,85.11,489.0
1944,5,89.06,490.0
1945,3,85.56,496.0
1946,3,86.0,498.8
1947,4,85.0,500.0
1948,3,103.0,510.0
1949,3,63.0,520.0
1950,4,83.7,552.421
1951,3,90.03,560.0
1952,4,104.0,625.0
1953,3,93.0,650.0
1954,4,100.0,730.0
1955,4,113.0,780.0
1956,3,82.0,945.0
1957,4,100.6,990.0
1958,3,68.0,1000.0
1959,1,50.7,1330.0
1960,2,56.0,1380.0
1961,1,32.0,140.0
1962,2,36.79,194.987
1963,2,37.1,195.0
1964,2,43.5,225.0
1965,2,43.95,227.661
1966,2,43.95,227.661
1967,1,31.17,235.0
1968,2,32.3,238.0
1969,2,46.3,243.003
1970,2,41.9,243.003
1971,2,40.0,245.0
1972,2,45.9,257.04
1973,3,55.0,279.0
1974,2,44.81,283.0
1975,3,54.3,285.0
1976,2,48.69,285.0
1977,2,54.43,285.266
1978,2,49.0,290.0
1979,2,48.6,297.008
1980,3,48.0,299.0
1981,2,51.45,306.591
1982,3,82.0,309.0
1983,3,58.2,309.0
1984,3,56.84,323.42
1985,3,57.5,323.438
1986,3,57.5,323.438
1987,3,57.5,323.438
1988,3,57.5,323.438
1989,3,57.5,323.438
1990,3,54.24,325.44
1991,3,51.9,329.0
1992,3,58.0,330.0
1993,3,54.57,334.361
1994,3,54.57,334.361
1995,3,60.0,336.0
1996,3,52.0,338.0
1997,2,57.0,345.0
1998,3,57.04,347.374
1999,3,57.32,349.652
2000,2,65.97,350.0
2001,3,75.09,350.0
2002,3,70.0,350.0
2003,3,58.08,353.707
2004,2,54.0,355.0
2005,3,58.36,357.7
2006,3,66.7,359.0
2007,3,66.7,359.0
2008,2,54.5,359.9
2009,2,54.5,359.9
2010,3,56.0,360.0
2011,6,77.46,360.0
2012,3,62.29,360.659
2013,3,57.36,366.53
2014,3,64.0,369.0
2015,3,60.55,371.055
2016,3,60.55,371.055
2017,2,53.33,379.0
2018,4,95.6,379.999
2019,4,75.3,412.0
2020,4,96.0,415.0
2021,4,96.0,415.0
2022,4,75.3,419.0
2023,3,61.03,427.103
2024,4,80.0,429.0
2025,2,66.0,429.0
2026,4,80.0,429.0
2027,3,73.2,430.0
2028,3,75.2,430.0
2029,3,70.0,430.0
2030,4,75.0,440.0
2031,4,68.88,452.0
2032,3,64.0,490.0
2033,3,85.56,496.0
2034,3,75.0,498.0
2035,2,64.5,520.0
2036,3,96.67,529.0
2037,4,98.9,540.0
2038,3,80.0,569.0
2039,3,107.0,589.0
2040,3,65.0,650.0
2041,4,100.59,725.0
2042,4,80.0,777.0
2043,5,130.0,790.0
2044,4,117.51,850.0
2045,1,28.51,173.933
2046,1,34.04,200.624
2047,1,33.41,202.108
2048,1,30.35,203.042
2049,2,37.14,204.0
2050,2,45.0,206.955
2051,1,35.68,210.155
2052,2,32.3,237.0
2053,3,59.87,240.0
2054,2,44.5,240.256
2055,3,60.9,245.0
2056,3,60.9,245.0
2057,2,39.1,249.0
2058,3,56.0,249.0
2059,3,54.6,249.0
2060,2,46.0,249.974
2061,2,48.0,251.0
2062,2,46.77,254.428
2063,3,41.11,255.0
2064,2,46.0,257.063
2065,2,51.53,260.0
2066,3,54.6,269.0
2067,3,46.68,273.078
2068,2,49.0,274.0
2069,2,47.0,275.0
2070,3,50.02,275.11
2071,3,53.0,275.61
2072,3,51.73,278.049
2073,2,61.55,279.0
2074,2,48.0,280.0
2075,2,45.0,284.0
2076,3,46.0,284.748
2077,2,49.0,285.0
2078,3,54.3,287.0
2079,3,48.0,289.0
2080,2,50.36,292.016
2081,2,74.0,294.0
2082,3,55.0,295.0
2083,3,50.4,296.0
2084,2,51.2,296.72
2085,3,48.0,299.0
2086,3,48.0,299.0
2087,2,46.0,299.0
2088,2,52.0,304.0
2089,2,48.0,305.0
2090,3,56.0,306.637
2091,3,50.63,308.691
2092,3,50.64,308.752
2093,2,56.5,309.0
2094,2,56.5,309.0
2095,2,45.83,310.0
2096,2,50.99,314.149
2097,2,52.0,314.8
2098,2,51.09,315.0
2099,3,59.41,315.764
2100,2,45.83,316.0
2101,2,49.94,322.812
2102,3,54.24,325.44
2103,2,45.66,328.752
2104,3,64.0,329.0
2105,3,45.0,333.0
2106,3,45.6,333.0
2107,2,50.88,334.027
2108,2,50.0,336.0
2109,4,58.0,338.675
2110,3,53.7,339.0
2111,3,62.77,340.527
2112,3,61.0,341.438
2113,3,62.2,343.656
2114,3,52.0,344.0
2115,3,64.0,345.0
2116,4,58.0,347.51
2117,3,62.65,349.0
2118,3,57.0,349.0
2119,2,58.0,349.0
2120,3,54.93,351.002
2121,3,54.93,351.002
2122,3,67.7,351.972
2123,3,59.0,352.525
2124,3,59.0,352.525
2125,2,51.0,355.0
2126,3,52.0,356.0
2127,2,56.0,359.8
2128,2,38.38,360.0
2129,3,56.65,362.0
2130,2,59.0,362.1
2131,3,77.0,369.0
2132,3,72.0,369.0
2133,3,68.18,369.877
2134,3,68.18,369.877
2135,3,51.0,370.0
2136,4,64.0,370.0
2137,3,56.0,374.0
2138,3,56.02,374.0
2139,3,58.63,379.0
2140,3,60.53,389.0
2141,3,60.53,389.0
2142,3,76.8,390.0
2143,3,64.14,391.062
2144,3,64.24,391.671
2145,3,69.0,397.78
2146,4,66.4,398.4
2147,2,83.5,415.0
2148,3,70.0,415.0
2149,3,70.0,415.0
2150,3,68.68,418.742
2151,3,72.0,422.0
2152,3,75.2,430.0
2153,4,83.32,430.0
2154,2,77.8,440.0
2155,3,108.0,450.0
2156,3,88.2,469.0
2157,3,70.0,471.0
2158,3,62.4,480.0
2159,3,62.4,480.0
2160,3,64.9,485.0
2161,3,64.9,485.0
2162,4,89.3,489.0
2163,4,114.45,499.0
2164,2,67.0,499.0
2165,3,64.5,535.35
2166,3,126.0,549.0
2167,4,85.0,550.0
2168,3,77.8,560.0
2169,4,112.0,580.0
2170,3,95.0,599.0
2171,3,92.7,639.0
2172,4,112.0,640.0
2173,4,117.0,649.0
2174,3,87.7,649.0
2175,3,77.52,651.474
2176,4,105.33,652.73
2177,3,64.33,689.92
2178,4,126.0,690.0
2179,4,103.0,769.0
2180,5,150.0,790.0
2181,1,19.8,165.0
2182,3,33.01,181.555
2183,2,33.01,181.555
2184,3,33.15,182.325
2185,2,33.52,184.36
2186,2,35.27,186.931
2187,1,33.0,189.0
2188,1,27.0,216.0
2189,2,41.18,216.566
2190,2,37.98,218.385
2191,1,29.66,235.0
2192,1,35.04,239.0
2193,2,35.0,240.0
2194,2,39.0,240.56
2195,2,40.0,245.0
2196,2,52.0,249.0
2197,1,31.0,249.0
2198,2,36.0,250.0
2199,2,40.0,250.74
2200,2,45.8,253.045
2201,2,45.68,257.04
2202,2,45.68,257.04
2203,2,45.68,257.04
2204,2,45.68,257.04
2205,2,47.9,265.0
2206,3,50.77,266.999
2207,3,50.77,266.999
2208,3,50.77,266.999
2209,3,53.9,270.0
2210,3,51.7,270.2
2211,2,49.2,274.0
2212,3,52.16,274.31
2213,3,54.0,275.0
2214,2,48.0,275.0
2215,3,37.0,275.0
2216,3,50.02,275.11
2217,2,51.37,279.0
2218,2,51.37,279.0
2219,2,52.0,279.0
2220,1,33.0,280.0
2221,2,45.0,283.0
2222,2,48.0,285.0
2223,2,43.0,289.0
2224,2,52.0,289.0
2225,2,52.24,293.066
